PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,CRIME-CHILDREN,CRIME-THEFT,CRIME RATE,Estimate,COMMI,RENT
P08563,Adyar,907,31,1,1,3,Yes,2.6,5,3.8,2439020,37523,3752.3
P07271,Adyar,1214,100,2,2,4,Yes,3.6,2.8,3.2,3698690,136268,13626.8
P03483,Velachery,1924,155,3,2,5,Yes,3.5,3.1,3.3,6528160,343587,34358.7
P09437,Velachery,1916,39,3,2,5,Yes,4.7,2.9,3.8,3039720,101324,10132.4
P02491,Anna Nagar,1806,43,2,1,5,No,2.7,3.4,3.05,3214940,166701,16670.1
P04193,Karapakkam,1689,175,2,2,4,Yes,3.3,2.2,2.75,4868030,208630,20863
P09716,Velachery,1960,96,3,2,5,No,4.9,2.6,3.75,3722040,97948,9794.8
P05887,Karapakkam,1354,106,2,2,4,Yes,4.6,4.2,4.4,2511800,112370,11237
P04454,KK Nagar,1551,73,2,1,4,Yes,2.9,2.7,2.8,3290860,164543,16454.3
P06170,Karapakkam,586,197,1,1,2,No,3.1,4.9,4,1852620,129122,12912.2
P03530,KK Nagar,1727,46,2,1,4,No,3.2,2.7,2.95,4570060,152335,15233.5
P09877,Velachery,1984,135,3,2,5,Yes,3.1,4.2,3.65,3121390,140966,14096.6
P06852,KK Nagar,1920,7,3,2,5,No,2.9,4.8,3.85,7490080,171648,17164.8
P05933,KK Nagar,2037,132,3,2,5,Yes,2.8,2.6,2.7,5072340,307010,30701
P00657,Chrompet,772,39,1,1,2,Yes,3.8,2.7,3.25,2233880,33095,3309.5
P06748,Chrompet,1288,84,2,1,4,No,3.1,3.1,3.1,2665390,29615,2961.5
P07013,Chrompet,985,60,1,1,3,No,3.6,2.6,3.1,2811620,85201,8520.1
P05649,Chrompet,894,25,1,1,3,Yes,4.6,4.3,4.45,3135350,100331,10033.1
P06061,Velachery,1537,160,2,1,4,Yes,4.4,2.1,3.25,3407470,85187,8518.7
P02790,Velachery,1813,110,3,2,5,Yes,3.4,4.7,4.05,3982770,113793,11379.3
P02410,KK Nagar,1589,54,2,1,4,Yes,3.3,2.7,3,4791320,344376,34437.6
P09249,Anna Nagar,1830,30,2,1,5,Yes,4.3,3.5,3.9,5117040,99498,9949.8
P09635,Velachery,1625,78,2,1,4,Yes,4.2,3.7,3.95,3845900,173686,17368.6
P08185,KK Nagar,1857,152,3,2,5,Yes,3.5,2.4,2.95,5092250,158426,15842.6
P03057,Karapakkam,1002,183,1,1,3,Yes,2.1,4.5,3.3,3057360,137269,13726.9
P00799,Anna Nagar,1877,47,2,1,5,Yes,2.1,4.8,3.45,5393910,107878,10787.8
P01960,Anna Nagar,1511,33,1,1,4,No,3.8,4.5,4.15,7120860,160219,16021.9
P06526,Adyar,755,60,1,1,2,No,3.1,3.1,3.1,2906420,45891,4589.1
P04692,Karapakkam,877,177,1,1,2,Yes,2.7,4.4,3.55,2326540,121866,12186.6
P01304,Chrompet,1090,103,1,1,3,No,3.3,4.1,3.7,4310780,53885,5388.5
P05581,Velachery,1684,4,2,1,4,No,4.2,3.3,3.75,4225020,260957,26095.7
P07533,Chrompet,989,104,1,1,3,No,2.5,3.8,3.15,2098640,32287,3228.7
P06659,Anna Nagar,1598,78,1,1,4,No,3.7,3.1,3.4,3386100,157212,15721.2
P03632,Karapakkam,1333,134,2,2,4,No,3.3,2.5,2.9,2341570,85148,8514.8
P09125,Velachery,1654,64,2,1,4,No,2,3.2,2.6,2934460,166286,16628.6
P06024,Chrompet,932,199,1,1,3,No,2.7,2.5,2.6,2437310,147980,14798
P08040,Anna Nagar,1870,175,2,1,5,No,4.6,4.5,4.55,8117780,243534,24353.4
P03695,Chrompet,1219,67,2,1,4,No,2.9,2.1,2.5,2463380,70382,7038.2
P04735,Karapakkam,677,37,1,1,2,Yes,3.1,3,3.05,3492610,134942,13494.2
P03843,KK Nagar,2085,72,3,2,5,No,4.9,3.7,4.3,7806780,166102,16610.2
P09133,Adyar,1023,116,1,1,3,No,4.6,4.1,4.35,3939500,92694,9269.4
P01261,T Nagar,1557,1,1,1,4,Yes,4.4,4.4,4.4,4201380,58353,5835.3
P07336,KK Nagar,1487,187,2,1,4,No,3.8,3.1,3.45,3451590,190746,19074.6
P09251,Velachery,1526,65,2,1,4,Yes,4.9,4.1,4.5,4285540,154756,15475.6
P08057,Chrompet,829,28,1,1,3,No,2,3.5,2.75,2040590,61218,6121.8
P04183,Velachery,1735,33,2,1,4,Yes,4.5,4.4,4.45,4179490,214945,21494.5
P05828,Karapakkam,537,143,1,1,2,Yes,3.5,3,3.25,3285350,148623,14862.3
P04321,Karapakkam,900,1,1,1,3,Yes,3.4,5,4.2,2548650,98025,9802.5
P06605,KK Nagar,2040,129,3,2,5,No,2.8,4.7,3.75,7085340,395461,39546.1
P02259,Chrompet,1221,69,2,1,4,Yes,4.7,2,3.35,3733210,56564,5656.4
P02766,Karapakkam,1174,67,1,1,3,Yes,3.5,2.3,2.9,2176280,105304,10530.4
P04539,Chrompet,1216,4,2,1,4,No,4,3,3.5,2484350,79854,7985.4
P09323,Chrompet,1104,131,1,1,3,No,3.4,5,4.2,2294680,81424,8142.4
P01776,T Nagar,1635,112,1,1,4,No,4.8,4.4,4.6,4879920,150151,15015.1
P04169,Karapakkam,1659,33,2,2,4,No,4.3,2.7,3.5,3810190,163294,16329.4
P09334,Adyar,855,152,1,1,3,Yes,2.1,4.9,3.5,2108470,38336,3833.6
P06849,Adyar,908,169,1,1,3,No,2.7,2,2.35,2420810,104902,10490.2
P01547,Karapakkam,1066,68,1,1,3,Yes,2,4.6,3.3,3388940,117876,11787.6
P09667,Velachery,1614,23,2,1,4,No,3.5,3.7,3.6,4181670,209084,20908.4
P05792,Karapakkam,1534,70,2,2,4,Yes,4.9,4.2,4.55,3454540,161212,16121.2
P02909,KK Nagar,2322,93,4,2,6,No,4.1,3.6,3.85,5636440,313136,31313.6
P01540,Karapakkam,838,57,1,1,2,Yes,2.5,3.6,3.05,2840680,139012,13901.2
P02224,Chrompet,826,83,1,1,3,No,4.8,3.7,4.25,2401150,92948,9294.8
P08378,Anna Nagar,1960,95,2,1,5,No,4.1,2.4,3.25,4026660,113250,11325
P09647,Velachery,1702,196,2,1,4,No,2.7,4.3,3.5,5206340,178112,17811.2
P09752,Velachery,1819,188,3,2,5,No,3.4,3.4,3.4,2892990,139984,13998.4
P05337,Karapakkam,534,111,1,1,2,No,4.8,3.1,3.95,1632960,61236,6123.6
P09532,Velachery,1807,153,3,2,5,No,4.5,4.7,4.6,3304650,103860,10386
P01637,KK Nagar,1551,14,2,1,4,No,3.5,3.1,3.3,4316000,188133,18813.3
P04036,Chrompet,1264,91,2,1,4,Yes,4,2.2,3.1,3385420,116374,11637.4
P05462,Karapakkam,1237,139,1,1,3,Yes,2.2,3.3,2.75,4181500,83630,8363
P09955,Velachery,1567,30,2,1,4,Yes,2.8,2.3,2.55,4965380,160645,16064.5
P07991,Chrompet,1245,150,2,1,4,No,4.4,2.4,3.4,3282690,182372,18237.2
P05982,Chrompet,787,0,1,1,2,Yes,3.6,3.5,3.55,2890270,96342,9634.2
P00547,Chrompet,813,167,1,1,3,No,4.5,2.6,3.55,2465920,59522,5952.2
P09045,Anna Nagar,1864,127,2,1,5,No,4.3,4.1,4.2,4123470,147267,14726.7
P05977,KK Nagar,2414,168,4,2,6,No,4.3,2.9,3.6,5639280,140982,14098.2
P09331,Velachery,1738,11,2,1,4,No,4.4,2.8,3.6,3146800,118005,11800.5
P06474,Karapakkam,763,44,1,1,2,No,3,3.5,3.25,2534200,152052,15205.2
P00365,Chrompet,1021,83,1,1,3,Yes,4.9,4.7,4.8,2970210,117008,11700.8
P09641,Velachery,1846,197,3,2,5,Yes,4,2.9,3.45,3232800,152132,15213.2
P06362,Anna Nagar,1783,124,1,1,4,Yes,2.7,3,2.85,3851260,114112,11411.2
P06140,Chrompet,1194,32,1,1,3,No,2.4,2.5,2.45,2526020,55257,5525.7
P00077,Chrompet,1060,166,1,1,3,No,3.5,4.1,3.8,2795080,50820,5082
P02277,Anna Nagar,1757,15,1,1,4,Yes,3.3,3.6,3.45,4352940,120915,12091.5
P03390,KK Nagar,1646,26,2,1,4,Yes,2,5,3.5,6763680,138348,13834.8
P03402,Anna Nagar,1877,71,2,1,5,Yes,4.3,3.3,3.8,4769130,101163,10116.3
P04776,Anna Nagar,1537,133,1,1,4,No,2.3,2.7,2.5,4146420,85368,8536.8
P00540,Chrompet,721,52,1,1,2,No,4.3,4.6,4.45,2307960,37225,3722.5
P09587,Velachery,1552,52,2,1,4,Yes,4.8,3,3.9,4228210,186539,18653.9
P00313,T Nagar,1962,171,2,1,5,No,2.5,2.6,2.55,5231140,119569,11956.9
P01300,Chrompet,782,96,1,1,2,No,3.1,4.6,3.85,1716900,82885,8288.5
P07577,Velachery,1703,4,2,1,4,Yes,3.4,4.6,4,5292600,202364,20236.4
P03039,KK Nagar,1555,134,2,1,4,Yes,3.4,3.5,3.45,4087380,231618,23161.8
P05207,Karapakkam,801,174,1,1,2,Yes,2.7,4.2,3.45,2645450,88182,8818.2
P09494,Chrompet,751,19,1,1,2,No,2.8,3.8,3.3,2964470,162568,16256.8
P08403,Chrompet,771,72,1,1,2,Yes,3.6,2.7,3.15,2521700,43478,4347.8
P06502,Karapakkam,944,128,1,1,3,No,2.5,2.5,2.5,2380770,83649,8364.9
P06493,Karapakkam,1333,11,2,2,4,Yes,3.5,4.3,3.9,4658620,195012,19501.2
P00672,Chrompet,1284,166,2,1,4,Yes,4.5,4.4,4.45,3554350,165870,16587
P07302,Anna Nagar,1844,100,2,1,5,Yes,3.7,4.1,3.9,5340320,150624,15062.4
P09543,Chrompet,958,148,1,1,3,No,3.7,3.4,3.55,2059240,102962,10296.2
P04767,Karapakkam,1588,116,2,2,4,Yes,4.7,2.6,3.65,3985700,209249,20924.9
P00619,Anna Nagar,1621,163,1,1,4,Yes,2.4,2.7,2.55,3569280,61539,6153.9
P01077,Chrompet,732,37,1,1,2,Yes,3.7,4.3,4,2560500,124146,12414.6
P07886,Chrompet,725,175,1,1,2,No,4.9,3.8,4.35,1863020,84683,8468.3
P01870,Chrompet,995,59,1,1,3,No,2.9,2.3,2.6,3732480,174960,17496
P04065,T Nagar,1690,89,1,1,4,No,3.9,4.6,4.25,7543150,251438,25143.8
P00436,Anna Nagar,1578,59,1,1,4,No,4.8,2.7,3.75,3966520,66109,6610.9
P02284,T Nagar,1962,171,2,1,5,Yes,4.8,4.7,4.75,4837490,190568,19056.8
P06897,Adyar,1221,55,2,2,4,No,3.9,2.5,3.2,4387710,26592,2659.2
P08502,T Nagar,1747,76,1,1,4,Yes,3,2.1,2.55,5814590,160402,16040.2
P09678,Velachery,1756,24,2,1,4,No,3.2,3.3,3.25,2823300,91566,9156.6
P02345,Karapakkam,1311,188,1,1,3,No,3.6,3.2,3.4,3201700,216331,21633.1
P09644,Velachery,1712,136,2,1,4,No,4.6,3.1,3.85,3968220,69444,6944.4
P04488,Karapakkam,1292,19,1,1,3,Yes,2.6,3.7,3.15,2184750,133513,13351.3
P09096,Anna Nagar,1751,26,1,1,4,Yes,4.3,2.7,3.5,3554610,82941,8294.1
P04030,KK Nagar,2049,171,3,2,5,Yes,3,4.5,3.75,5861200,236942,23694.2
P08949,Chrompet,1247,34,2,1,4,Yes,3.9,4.5,4.2,2744730,158350,15835
P08218,Velachery,1607,171,2,1,4,Yes,3.1,2,2.55,3096950,112616,11261.6
P03375,Karapakkam,1185,165,1,1,3,Yes,3.8,4.3,4.05,3621040,112655,11265.5
P00946,Chrompet,901,46,1,1,3,Yes,2.9,4.4,3.65,2777650,84171,8417.1
P08398,Adyar,1250,185,2,2,4,No,4,4.4,4.2,5186050,183037,18303.7
P08993,Anna Nagar,1804,22,2,1,5,No,2.6,4.7,3.65,4107180,112014,11201.4
P03514,Karapakkam,1419,102,2,2,4,No,3.3,2.1,2.7,3170400,128798,12879.8
P02315,Karapakkam,862,110,1,1,2,Yes,2.9,5,3.95,2069860,49023,4902.3
P02610,Karapakkam,982,188,1,1,3,Yes,2.7,4.8,3.75,2347190,96649,9664.9
P01214,Anna Nagar,1759,188,1,1,4,No,2.9,3.7,3.3,4400260,118926,11892.6
P06059,KK Nagar,1380,10,2,1,4,Yes,5,3.4,4.2,4330380,272195,27219.5
P00462,Chrompet,993,73,1,1,3,Yes,4.5,2.4,3.45,3314940,225416,22541.6
P06921,Adyar,1164,66,1,1,3,No,2.8,2.2,2.5,4667890,68645,6864.5
P06800,Chrompet,798,162,1,1,2,Yes,4.4,3.1,3.75,1917130,34235,3423.5
P04267,Velachery,1510,161,2,1,4,No,2.7,3.7,3.2,3642200,187032,18703.2
P00179,T Nagar,1968,44,2,1,5,No,4.4,2.4,3.4,6616050,200486,20048.6
P01729,Karapakkam,1555,169,2,2,4,No,2.8,3.6,3.2,3998560,149946,14994.6
P03269,Karapakkam,1247,194,1,1,3,Yes,3.5,2.6,3.05,3580170,169587,16958.7
P02808,Adyar,1300,44,2,2,4,No,4,3.5,3.75,3365220,32567,3256.7
P00349,Chrompet,768,125,1,1,2,Yes,2.3,2.8,2.55,1963440,102099,10209.9
P05032,KK Nagar,1555,123,2,1,4,Yes,4.7,3.6,4.15,6137450,179633,17963.3
P09747,Velachery,1703,157,2,1,4,Yes,3.2,2.2,2.7,3963340,88074,8807.4
P10020,Velachery,1674,100,2,1,4,No,2.9,3.2,3.05,4862660,87279,8727.9
P07162,Chrompet,1158,34,1,1,3,No,2.4,4.5,3.45,3281590,139219,13921.9
P04166,Adyar,1051,184,1,1,3,No,4.1,2.2,3.15,3861430,84469,8446.9
P06777,KK Nagar,2490,43,4,2,6,Yes,3.6,4.7,4.15,4407870,181500,18150
P05497,Karapakkam,1236,59,1,1,3,No,2.1,3.7,2.9,2165970,127410,12741
P08354,Adyar,1266,17,2,2,4,Yes,3.6,3.1,3.35,4887880,29624,2962.4
P02912,Chrompet,1092,124,1,1,3,No,2.7,3.7,3.2,2128880,110386,11038.6
P06021,Karapakkam,1566,149,2,2,4,No,3.4,3.1,3.25,3669490,112331,11233.1
P09364,Anna Nagar,1668,187,1,1,4,No,2.4,3.9,3.15,4740560,184355,18435.5
P00693,T Nagar,1602,194,1,1,4,Yes,3.2,4.1,3.65,6309830,306478,30647.8
P00605,Chrompet,1184,89,1,1,3,No,4.4,2.9,3.65,3286600,131464,13146.4
P04149,Adyar,1266,48,2,2,4,No,3.6,3.1,3.35,2712310,80636,8063.6
P03647,Adyar,1054,138,1,1,3,Yes,4,2.3,3.15,3435930,66502,6650.2
P09228,Anna Nagar,1693,15,1,1,4,No,3.8,3.2,3.5,4506670,103010,10301
P03742,Karapakkam,593,57,1,1,2,Yes,4.8,3.2,4,2540740,79852,7985.2
P04327,T Nagar,1923,195,2,1,5,No,3.4,2.4,2.9,7326480,376790,37679
P09982,Velachery,1502,28,2,1,4,No,3.4,3.2,3.3,4419760,103994,10399.4
P08632,Chrompet,1121,0,1,1,3,No,2.2,3.8,3,2208280,141330,14133
P01126,T Nagar,1768,24,1,1,4,No,4.9,2.3,3.6,3352600,128946,12894.6
P03480,KK Nagar,1726,133,2,1,4,Yes,3.7,2,2.85,3205960,169727,16972.7
P04361,Chrompet,1091,137,1,1,3,Yes,4.1,3.4,3.75,2730570,70466,7046.6
P08349,Chrompet,1196,49,1,1,3,Yes,2.4,4.9,3.65,2842810,65603,6560.3
P04425,Adyar,1232,128,2,2,4,Yes,4.9,4.3,4.6,3883900,122649,12264.9
P09455,Velachery,1725,195,2,1,4,Yes,2.2,4.6,3.4,3876970,226157,22615.7
P03095,Adyar,907,102,1,1,3,Yes,3.9,3.6,3.75,3024220,49041,4904.1
P04349,KK Nagar,1947,55,3,2,5,Yes,3.7,2.5,3.1,5293030,370512,37051.2
P08219,Adyar,997,52,1,1,3,No,4.7,3,3.85,2413170,60329,6032.9
P04517,Karapakkam,1244,25,1,1,3,Yes,3.5,2.1,2.8,1994480,137121,13712.1
P00523,Chrompet,1279,18,2,1,4,Yes,2.2,3,2.6,4103050,58615,5861.5
P07874,KK Nagar,2420,153,4,2,6,No,3.6,3.6,3.6,5463090,139753,13975.3
P09907,Velachery,1615,123,2,1,4,No,4.6,3,3.8,3577390,178870,17887
P05273,KK Nagar,1458,183,2,1,4,No,2.9,3.6,3.25,4044000,229773,22977.3
P08515,Anna Nagar,1568,28,1,1,4,Yes,5,4.1,4.55,4780510,62901,6290.1
P04996,KK Nagar,2278,178,4,2,6,Yes,4.7,5,4.85,5892810,154336,15433.6
P04155,Karapakkam,1064,102,1,1,3,No,5,2.6,3.8,2330360,75394,7539.4
P09535,Chrompet,925,12,1,1,3,No,2.3,4.1,3.2,3317660,55294,5529.4
P07983,Chrompet,951,118,1,1,3,Yes,2.4,4.1,3.25,3045610,27687,2768.7
P07289,Chrompet,1105,75,1,1,3,No,4.7,3.6,4.15,2101750,38921,3892.1
P02058,T Nagar,1943,59,2,1,5,No,4.4,3.2,3.8,4406320,123928,12392.8
P08222,KK Nagar,1384,106,2,1,4,Yes,2.2,4.9,3.55,4457380,151740,15174
P00923,Anna Nagar,1872,126,2,1,5,Yes,5,3.2,4.1,5736270,286814,28681.4
P09081,Chrompet,1267,93,2,1,4,Yes,3.6,2.2,2.9,3091940,135272,13527.2
P04495,Karapakkam,636,200,1,1,2,Yes,3.6,3.5,3.55,2015060,76764,7676.4
P04133,Chrompet,883,94,1,1,3,Yes,3.1,3.9,3.5,2714310,50893,5089.3
P08946,Chrompet,826,89,1,1,3,No,2.2,3.1,2.65,2275390,130022,13002.2
P06224,Velachery,1646,58,2,1,4,No,4.8,4.4,4.6,2689510,50883,5088.3
P04469,Chrompet,1080,112,1,1,3,No,2.7,3.4,3.05,2048630,81945,8194.5
P01839,T Nagar,1543,182,1,1,4,No,2.9,2.4,2.65,4597670,236096,23609.6
P01436,Chrompet,971,176,1,1,3,Yes,2.2,3.8,3,3707320,35877,3587.7
P04224,Karapakkam,607,28,1,1,2,No,3,4.8,3.9,1974100,46755,4675.5
P04313,Karapakkam,1512,114,2,2,4,Yes,3.3,4.7,4,3203650,173170,17317
P00208,Chrompet,794,162,1,1,2,No,4.9,4.8,4.85,1919070,23029,2302.9
P04491,Karapakkam,1685,125,2,2,4,No,3.7,3.1,3.4,4124980,88392,8839.2
P09160,Velachery,1959,46,3,2,5,Yes,4.4,2.1,3.25,5193380,113605,11360.5
P04937,Chrompet,1046,96,1,1,3,Yes,4,2.6,3.3,2934280,80026,8002.6
P08542,Chrompet,997,92,1,1,3,No,2.1,3.1,2.6,3609750,185957,18595.7
P01040,Chrompet,743,146,1,1,2,Yes,3.5,4.1,3.8,1719940,46306,4630.6
P00206,Chrompet,845,74,1,1,3,Yes,2.5,4.6,3.55,2369530,107706,10770.6
P01945,Chrompet,848,118,1,1,3,Yes,3.5,2.2,2.85,2799850,127266,12726.6
P07148,Velachery,1884,55,3,2,5,No,4.9,3.5,4.2,3142250,140574,14057.4
P04097,Chrompet,849,52,1,1,3,No,4.7,4.5,4.6,2446920,99406,9940.6
P03434,Chrompet,1265,98,2,1,4,Yes,3.4,2.7,3.05,4645350,254745,25474.5
P00437,Anna Nagar,1760,153,1,1,4,No,3.7,4.1,3.9,3419170,82532,8253.2
P06956,Chrompet,905,30,1,1,3,No,2.5,2.7,2.6,2131280,102890,10289
P05376,Karapakkam,1453,130,2,2,4,No,4.3,2.5,3.4,4107720,111251,11125.1
P02731,Adyar,1247,153,2,2,4,Yes,3.5,3.4,3.45,2720130,80004,8000.4
P07895,Anna Nagar,1731,34,1,1,4,No,4.1,4.5,4.3,3588310,166600,16660
P03804,Chrompet,758,179,1,1,2,Yes,3.1,3.4,3.25,1875140,100969,10096.9
P05220,Velachery,1569,59,2,1,4,No,4.9,3.6,4.25,5219170,107454,10745.4
P08555,Chrompet,825,80,1,1,3,Yes,2.8,2.9,2.85,2364900,23649,2364.9
P03209,KK Nagar,1369,56,2,1,4,Yes,2.2,4.9,3.55,3935180,74956,7495.6
P01819,KK Nagar,2027,151,3,2,5,Yes,3.6,2,2.8,4713320,145025,14502.5
P07646,KK Nagar,1773,100,2,1,4,No,2.5,2.9,2.7,3504570,217851,21785.1
P00344,Chrompet,774,180,1,1,2,No,2.2,2.8,2.5,2761020,110441,11044.1
P04587,KK Nagar,1708,183,2,1,4,No,3.6,3.3,3.45,4329710,259783,25978.3
P09753,Velachery,1792,24,2,1,4,No,4.5,3.5,4,2881070,144053,14405.3
P08425,Adyar,1112,135,1,1,3,Yes,3.4,4.7,4.05,2946860,123578,12357.8
P05084,Karapakkam,1246,177,1,1,3,No,2,4.6,3.3,2664830,115476,11547.6
P03563,Chrompet,931,138,1,1,3,No,3.8,5,4.4,1939160,119333,11933.3
P01594,Karapakkam,983,186,1,1,3,No,3.2,3.5,3.35,2554500,163750,16375
P02339,KK Nagar,1631,21,2,1,4,Yes,3.3,3.2,3.25,4129740,196162,19616.2
P05555,Adyar,697,39,1,1,2,No,2.5,2.4,2.45,2875510,86265,8626.5
P04721,Adyar,681,198,1,1,2,No,3.2,4.2,3.7,2214870,96901,9690.1
P04093,Chrompet,1050,130,1,1,3,Yes,4.4,2.8,3.6,2777840,157411,15741.1
P08089,Anna Nagar,1870,58,2,1,5,No,5,4,4.5,3763810,101333,10133.3
P09378,Adyar,931,154,1,1,3,No,2.4,2.8,2.6,2600940,108373,10837.3
P07421,Anna Nagar,1703,198,1,1,4,No,2.7,4,3.35,3148260,130273,13027.3
P01759,Karapakkam,877,195,1,1,2,No,2.6,4.8,3.7,2882000,64698,6469.8
P07167,Adyar,722,127,1,1,2,Yes,2.1,4.4,3.25,3278610,28102,2810.2
P08437,Chrompet,762,119,1,1,2,No,3,3.2,3.1,2330310,77677,7767.7
P04886,Velachery,1510,138,2,1,4,Yes,4.9,2.6,3.75,2879480,93389,9338.9
P01479,Adyar,749,51,1,1,2,No,2,3.1,2.55,2639360,21400,2140
P02773,T Nagar,1840,76,2,1,5,No,4.1,3.5,3.8,4813260,117079,11707.9
P08470,Chrompet,784,6,1,1,2,Yes,3.1,3.4,3.25,3325260,126130,12613
P02635,Velachery,1699,30,2,1,4,No,2.2,4.8,3.5,4359200,250984,25098.4
P07872,Anna Nagar,1761,86,1,1,4,No,4,2.1,3.05,6110390,137976,13797.6
P03756,Adyar,700,2,1,1,2,Yes,4.9,5,4.95,3833440,83856,8385.6
P09216,Chrompet,830,178,1,1,3,Yes,4.7,2.6,3.65,1797460,46601,4660.1
P05141,Chrompet,834,158,1,1,3,No,3.7,3,3.35,2547200,139685,13968.5
P01509,KK Nagar,1305,4,1,1,3,Yes,2.6,3.5,3.05,5108390,201647,20164.7
P09721,Velachery,1653,91,2,1,4,Yes,3.2,3.1,3.15,5067270,246867,24686.7
P06471,Karapakkam,1351,162,2,2,4,No,4.3,3.8,4.05,3944710,116548,11654.8
P07114,Velachery,1576,127,2,1,4,Yes,3.9,3.6,3.75,3706430,66526,6652.6
P07201,Chrompet,796,24,1,1,2,Yes,3.6,5,4.3,2443690,78198,7819.8
P07279,Anna Nagar,1971,74,2,1,5,Yes,3.3,3,3.15,4447210,115298,11529.8
P03204,KK Nagar,2321,106,4,2,6,Yes,3.1,3.3,3.2,7960480,465979,46597.9
P08892,Chrompet,700,7,1,1,2,Yes,4.5,3.6,4.05,2555550,52874,5287.4
P02337,Anna Nagar,1699,5,1,1,4,Yes,3.7,2.7,3.2,4842340,99330,9933
P02354,KK Nagar,1323,93,1,1,3,Yes,2.3,4.3,3.3,6873050,178699,17869.9
P05088,Velachery,1710,120,2,1,4,No,3.4,2.2,2.8,2399810,138171,13817.1
P04908,Chrompet,838,9,1,1,3,No,2.8,2.8,2.8,2246750,77474,7747.4
P07238,KK Nagar,1805,21,3,2,5,Yes,3.3,3.4,3.35,4572010,138224,13822.4
P04781,Chrompet,1251,104,2,1,4,No,2.3,2.3,2.3,2163880,147144,14714.4
P05692,Chrompet,1247,123,2,1,4,Yes,5,3.1,4.05,3321980,194737,19473.7
P05453,Adyar,1228,184,2,2,4,No,3.9,2.7,3.3,2728950,109158,10915.8
P05143,Adyar,867,171,1,1,3,No,3.5,3.7,3.6,2995600,97357,9735.7
P07168,T Nagar,1519,191,1,1,4,No,3.5,3.7,3.6,5956580,126352,12635.2
P09853,Velachery,1922,42,3,2,5,Yes,2.7,2.1,2.4,6023860,105418,10541.8
P08595,Anna Nagar,1883,79,2,1,5,Yes,2.7,2.3,2.5,5786680,237402,23740.2
P05012,KK Nagar,1906,191,3,2,5,No,4.6,3.7,4.15,4675340,166234,16623.4
P00439,Chrompet,994,159,1,1,3,Yes,4.2,4.3,4.25,3763660,220629,22062.9
P09120,Velachery,1636,108,2,1,4,No,2.5,4.8,3.65,4793040,245797,24579.7
P03886,Karapakkam,1550,110,2,2,4,Yes,4.8,3.1,3.95,5660670,248517,24851.7
P02535,Adyar,1090,46,1,1,3,No,4.7,4.4,4.55,4343710,63878,6387.8
P00265,Anna Nagar,1808,180,2,1,5,No,3.3,3.8,3.55,4683790,66911,6691.1
P07202,KK Nagar,2029,39,3,2,5,Yes,4,3.8,3.9,4522640,297202,29720.2
P05788,Adyar,879,31,1,1,3,Yes,2.7,5,3.85,3007290,68738,6873.8
P04560,Karapakkam,1347,174,2,2,4,No,4.2,4,4.1,2721630,126124,12612.4
P09735,Velachery,1914,74,3,2,5,Yes,2.4,3.1,2.75,4427700,152202,15220.2
P02017,KK Nagar,1752,135,2,1,4,No,2.9,3.5,3.2,5093320,266242,26624.2
P08556,Chrompet,904,170,1,1,3,Yes,3.5,3.3,3.4,2976390,74410,7441
P07464,Velachery,1990,133,3,2,5,Yes,3.7,5,4.35,3766120,225967,22596.7
P01730,T Nagar,1934,122,2,1,5,No,2.3,4.2,3.25,3524930,129247,12924.7
P06056,Adyar,909,32,1,1,3,Yes,3.2,2,2.6,4787480,73654,7365.4
P02569,Adyar,1221,189,2,2,4,No,4.6,2.2,3.4,4006950,25043,2504.3
P02742,Karapakkam,688,36,1,1,2,Yes,2.6,2.7,2.65,3378210,130522,13052.2
P03291,KK Nagar,2379,22,4,2,6,No,3.7,3.2,3.45,8342910,444955,44495.5
P05070,Anna Nagar,1568,23,1,1,4,No,3,3.7,3.35,3533880,134044,13404.4
P05397,KK Nagar,1596,122,2,1,4,No,5,4.9,4.95,2939520,227576,22757.6
P06672,T Nagar,1678,137,1,1,4,Yes,4.1,4.2,4.15,5131720,329896,32989.6
P09063,Chrompet,1187,61,1,1,3,No,3.3,4.6,3.95,4405070,146836,14683.6
P03478,Anna Nagar,1732,166,1,1,4,No,3.5,2.2,2.85,3222950,161148,16114.8
P01872,KK Nagar,1534,100,2,1,4,No,4.7,3.5,4.1,5848220,305124,30512.4
P05603,KK Nagar,1327,128,1,1,3,No,5,3.7,4.35,4326540,111254,11125.4
P03466,KK Nagar,2245,165,4,2,6,Yes,5,2.6,3.8,8109120,405456,40545.6
P05441,Chrompet,839,76,1,1,3,No,2.6,2.4,2.5,2386900,24692,2469.2
P08898,Chrompet,1071,21,1,1,3,Yes,3.3,2.8,3.05,4101570,70717,7071.7
P03245,Chrompet,1172,163,1,1,3,No,2.8,3.2,3,3020240,132135,13213.5
P02998,Karapakkam,1516,75,2,2,4,Yes,3.3,2.4,2.85,3544590,187655,18765.5
P04449,Anna Nagar,1976,132,2,1,5,Yes,3,2.1,2.55,7217770,131232,13123.2
P03862,Karapakkam,995,179,1,1,3,Yes,4.1,4.1,4.1,1659870,82994,8299.4
P02804,Karapakkam,879,189,1,1,2,Yes,4.1,4.5,4.3,2504160,109557,10955.7
P07671,Chrompet,871,166,1,1,3,Yes,2,4.9,3.45,2681500,81258,8125.8
